설문일련번호,설문제목,설문설명,설문항목번호,설문항목,항목별답변번호,항목별답변,답변응답수,설문등록일자,설문종료여부
381,서울시 신청사 공공미술 설치 시민참여 심사(선호도조사),"시민 대표 참여공간이자 열린 문화공간으로 거듭나게 될 서울시 신청사의 공공미술 작품을 시민 여러분의 손으로 직접 뽑습니다.



서울시는 문화예술진흥법 제9조 건축물미술장식규정을 따르고 서울시 신청사를 문화적으로 상징할 공공미술 작품을 설치하기 위해 &lt;서울시 신청사 공공미술 설치 지명경쟁&gt;을 펼쳐왔는데, 다양한 발상과 예술매체를 활용해 서울의 삶을 새롭게 창의하는 공공미술 7점이 제안되었습니다. 작품 선정은 &#39;시민참여 심사&#39;(30%)와 9월 초 개최될 &#39;전문가 심사&#39;(70%) 등 2단계 과정의 심사를 거쳐 진행됩니다. 



지금 실시되는 시민참여 심사는 서울시 홈페이지 가입 후 제안작품 7점 중에서 서울시 신청사에 가장 적합하다고 판단하는 작품 3점을 선택하면 됩니다.



시민 여러분들의 많은 참여 있으시길 기대합니다.

&lt;center&gt;2011. 8.&lt;/center&gt; 

&lt;center&gt;서울특별시 &lt;/center&gt;

○ 선호도 조사 참여 방법

 -참여 대상: 서울시 홈페이지 회원

 -투표 방법: 게시된 7명의 제안작 중 선호작품 3점 기표



 -설치 장소: 서울시 신청사 에코플라자

 -사업 기간: 2011년 1월 ~ 2012년 2월

 -작품 설치: 2012년 2월(계획)

 -사업 예산: 건축물 미술장식비(문화예술진흥법 제9조 건축물미술장식규정)

 -선정 방식: 미술가 및 디자이너 지명경쟁(총 7명)

 -참여 작가: 강영민, 육근병, 이상진, 전수천, 뮌, 문경원, 안종연(사전추첨 순)

",1,시민 여러분들이 직접 서울시 신청사를 문화적으로 대변할 공공미술 작품을 뽑습니다. 지명경쟁 제안작 7점 중에서 서울시 신청사와 잘 어울리고 서울의 꿈을 잘 표현했다고 판단되는 작품 3점을 선택해주세요.,5,5번 뮌(김민선&최문선) &lt;사대문의 이야기&gt;,606,2011-08-25 11:30:07.0,종료
381,서울시 신청사 공공미술 설치 시민참여 심사(선호도조사),"시민 대표 참여공간이자 열린 문화공간으로 거듭나게 될 서울시 신청사의 공공미술 작품을 시민 여러분의 손으로 직접 뽑습니다.



서울시는 문화예술진흥법 제9조 건축물미술장식규정을 따르고 서울시 신청사를 문화적으로 상징할 공공미술 작품을 설치하기 위해 &lt;서울시 신청사 공공미술 설치 지명경쟁&gt;을 펼쳐왔는데, 다양한 발상과 예술매체를 활용해 서울의 삶을 새롭게 창의하는 공공미술 7점이 제안되었습니다. 작품 선정은 &#39;시민참여 심사&#39;(30%)와 9월 초 개최될 &#39;전문가 심사&#39;(70%) 등 2단계 과정의 심사를 거쳐 진행됩니다. 



지금 실시되는 시민참여 심사는 서울시 홈페이지 가입 후 제안작품 7점 중에서 서울시 신청사에 가장 적합하다고 판단하는 작품 3점을 선택하면 됩니다.



시민 여러분들의 많은 참여 있으시길 기대합니다.

&lt;center&gt;2011. 8.&lt;/center&gt; 

&lt;center&gt;서울특별시 &lt;/center&gt;

○ 선호도 조사 참여 방법

 -참여 대상: 서울시 홈페이지 회원

 -투표 방법: 게시된 7명의 제안작 중 선호작품 3점 기표



 -설치 장소: 서울시 신청사 에코플라자

 -사업 기간: 2011년 1월 ~ 2012년 2월

 -작품 설치: 2012년 2월(계획)

 -사업 예산: 건축물 미술장식비(문화예술진흥법 제9조 건축물미술장식규정)

 -선정 방식: 미술가 및 디자이너 지명경쟁(총 7명)

 -참여 작가: 강영민, 육근병, 이상진, 전수천, 뮌, 문경원, 안종연(사전추첨 순)

",1,시민 여러분들이 직접 서울시 신청사를 문화적으로 대변할 공공미술 작품을 뽑습니다. 지명경쟁 제안작 7점 중에서 서울시 신청사와 잘 어울리고 서울의 꿈을 잘 표현했다고 판단되는 작품 3점을 선택해주세요.,6,6번 문경원 &lt;CHRONOS&gt;,457,2011-08-25 11:30:07.0,종료
381,서울시 신청사 공공미술 설치 시민참여 심사(선호도조사),"시민 대표 참여공간이자 열린 문화공간으로 거듭나게 될 서울시 신청사의 공공미술 작품을 시민 여러분의 손으로 직접 뽑습니다.



서울시는 문화예술진흥법 제9조 건축물미술장식규정을 따르고 서울시 신청사를 문화적으로 상징할 공공미술 작품을 설치하기 위해 &lt;서울시 신청사 공공미술 설치 지명경쟁&gt;을 펼쳐왔는데, 다양한 발상과 예술매체를 활용해 서울의 삶을 새롭게 창의하는 공공미술 7점이 제안되었습니다. 작품 선정은 &#39;시민참여 심사&#39;(30%)와 9월 초 개최될 &#39;전문가 심사&#39;(70%) 등 2단계 과정의 심사를 거쳐 진행됩니다. 



지금 실시되는 시민참여 심사는 서울시 홈페이지 가입 후 제안작품 7점 중에서 서울시 신청사에 가장 적합하다고 판단하는 작품 3점을 선택하면 됩니다.



시민 여러분들의 많은 참여 있으시길 기대합니다.

&lt;center&gt;2011. 8.&lt;/center&gt; 

&lt;center&gt;서울특별시 &lt;/center&gt;

○ 선호도 조사 참여 방법

 -참여 대상: 서울시 홈페이지 회원

 -투표 방법: 게시된 7명의 제안작 중 선호작품 3점 기표



 -설치 장소: 서울시 신청사 에코플라자

 -사업 기간: 2011년 1월 ~ 2012년 2월

 -작품 설치: 2012년 2월(계획)

 -사업 예산: 건축물 미술장식비(문화예술진흥법 제9조 건축물미술장식규정)

 -선정 방식: 미술가 및 디자이너 지명경쟁(총 7명)

 -참여 작가: 강영민, 육근병, 이상진, 전수천, 뮌, 문경원, 안종연(사전추첨 순)

",1,시민 여러분들이 직접 서울시 신청사를 문화적으로 대변할 공공미술 작품을 뽑습니다. 지명경쟁 제안작 7점 중에서 서울시 신청사와 잘 어울리고 서울의 꿈을 잘 표현했다고 판단되는 작품 3점을 선택해주세요.,7,7번 안종연 &lt;峨峨滔滔(아아도도)&gt;,587,2011-08-25 11:30:07.0,종료
401,움직이는 관광안내소 유니폼 개선효과 설문조사," 서울시에서는 명동, 남대문, 북촌, 인사동 등 8곳에서 총72명의「움직이는 관광안내소」를 운영 중입니다.

「움직이는 관광안내소」는 관광객의 주요동선에 배치되어 이동하며 관광안내를 하는 전문 관광통역안내원입니다.

 움직이는 관광안내소」유니폼 디자인의 개선이 필요하다는 그간의 내&#8228;외부의 건의에 따라 2011.2~5월 전문가 자문회의를 거쳐 디자인을 개발한 바 있습니다. 

 

 본 설문조사의 목적은 디자인 개발 전후의 유니폼을 비교하여 그 개선효과에 대한 시민 여러분의 의견을 듣고 향후 유니폼 개선에 반영하기 위함입니다. 



 많은 참여를 부탁드립니다.  



 &lt;아래 이미지 설명&gt;



  춘추복(이미지 상)    개선 전(왼쪽)    개선 후(오른쪽)

  하   복(이미지 하)    개선 전(왼쪽)    개선 후(오른쪽)",1,디자인 전후의 유니폼을 비교하였을 때 얼마만큼의 개선효과가 있다고 느끼십니까 ?,1,많이 개선 되었다,0,2011-09-26 16:37:42.0,종료
401,움직이는 관광안내소 유니폼 개선효과 설문조사," 서울시에서는 명동, 남대문, 북촌, 인사동 등 8곳에서 총72명의「움직이는 관광안내소」를 운영 중입니다.

「움직이는 관광안내소」는 관광객의 주요동선에 배치되어 이동하며 관광안내를 하는 전문 관광통역안내원입니다.

 움직이는 관광안내소」유니폼 디자인의 개선이 필요하다는 그간의 내&#8228;외부의 건의에 따라 2011.2~5월 전문가 자문회의를 거쳐 디자인을 개발한 바 있습니다. 

 

 본 설문조사의 목적은 디자인 개발 전후의 유니폼을 비교하여 그 개선효과에 대한 시민 여러분의 의견을 듣고 향후 유니폼 개선에 반영하기 위함입니다. 



 많은 참여를 부탁드립니다.  



 &lt;아래 이미지 설명&gt;



  춘추복(이미지 상)    개선 전(왼쪽)    개선 후(오른쪽)

  하   복(이미지 하)    개선 전(왼쪽)    개선 후(오른쪽)",1,디자인 전후의 유니폼을 비교하였을 때 얼마만큼의 개선효과가 있다고 느끼십니까 ?,2,개선되었다,0,2011-09-26 16:37:42.0,종료
401,움직이는 관광안내소 유니폼 개선효과 설문조사," 서울시에서는 명동, 남대문, 북촌, 인사동 등 8곳에서 총72명의「움직이는 관광안내소」를 운영 중입니다.

「움직이는 관광안내소」는 관광객의 주요동선에 배치되어 이동하며 관광안내를 하는 전문 관광통역안내원입니다.

 움직이는 관광안내소」유니폼 디자인의 개선이 필요하다는 그간의 내&#8228;외부의 건의에 따라 2011.2~5월 전문가 자문회의를 거쳐 디자인을 개발한 바 있습니다. 

 

 본 설문조사의 목적은 디자인 개발 전후의 유니폼을 비교하여 그 개선효과에 대한 시민 여러분의 의견을 듣고 향후 유니폼 개선에 반영하기 위함입니다. 



 많은 참여를 부탁드립니다.  



 &lt;아래 이미지 설명&gt;



  춘추복(이미지 상)    개선 전(왼쪽)    개선 후(오른쪽)

  하   복(이미지 하)    개선 전(왼쪽)    개선 후(오른쪽)",1,디자인 전후의 유니폼을 비교하였을 때 얼마만큼의 개선효과가 있다고 느끼십니까 ?,3,크게 개선되지 않았다,0,2011-09-26 16:37:42.0,종료
401,움직이는 관광안내소 유니폼 개선효과 설문조사," 서울시에서는 명동, 남대문, 북촌, 인사동 등 8곳에서 총72명의「움직이는 관광안내소」를 운영 중입니다.

「움직이는 관광안내소」는 관광객의 주요동선에 배치되어 이동하며 관광안내를 하는 전문 관광통역안내원입니다.

 움직이는 관광안내소」유니폼 디자인의 개선이 필요하다는 그간의 내&#8228;외부의 건의에 따라 2011.2~5월 전문가 자문회의를 거쳐 디자인을 개발한 바 있습니다. 

 

 본 설문조사의 목적은 디자인 개발 전후의 유니폼을 비교하여 그 개선효과에 대한 시민 여러분의 의견을 듣고 향후 유니폼 개선에 반영하기 위함입니다. 



 많은 참여를 부탁드립니다.  



 &lt;아래 이미지 설명&gt;



  춘추복(이미지 상)    개선 전(왼쪽)    개선 후(오른쪽)

  하   복(이미지 하)    개선 전(왼쪽)    개선 후(오른쪽)",1,디자인 전후의 유니폼을 비교하였을 때 얼마만큼의 개선효과가 있다고 느끼십니까 ?,4,전혀 개선되지 않았다,0,2011-09-26 16:37:42.0,종료
401,움직이는 관광안내소 유니폼 개선효과 설문조사," 서울시에서는 명동, 남대문, 북촌, 인사동 등 8곳에서 총72명의「움직이는 관광안내소」를 운영 중입니다.

「움직이는 관광안내소」는 관광객의 주요동선에 배치되어 이동하며 관광안내를 하는 전문 관광통역안내원입니다.

 움직이는 관광안내소」유니폼 디자인의 개선이 필요하다는 그간의 내&#8228;외부의 건의에 따라 2011.2~5월 전문가 자문회의를 거쳐 디자인을 개발한 바 있습니다. 

 

 본 설문조사의 목적은 디자인 개발 전후의 유니폼을 비교하여 그 개선효과에 대한 시민 여러분의 의견을 듣고 향후 유니폼 개선에 반영하기 위함입니다. 



 많은 참여를 부탁드립니다.  



 &lt;아래 이미지 설명&gt;



  춘추복(이미지 상)    개선 전(왼쪽)    개선 후(오른쪽)

  하   복(이미지 하)    개선 전(왼쪽)    개선 후(오른쪽)",2,어떤 점이 개선이 되었다고 느끼시나요 ?,1,전문성이 부각됨,0,2011-09-26 16:37:42.0,종료
401,움직이는 관광안내소 유니폼 개선효과 설문조사," 서울시에서는 명동, 남대문, 북촌, 인사동 등 8곳에서 총72명의「움직이는 관광안내소」를 운영 중입니다.

「움직이는 관광안내소」는 관광객의 주요동선에 배치되어 이동하며 관광안내를 하는 전문 관광통역안내원입니다.

 움직이는 관광안내소」유니폼 디자인의 개선이 필요하다는 그간의 내&#8228;외부의 건의에 따라 2011.2~5월 전문가 자문회의를 거쳐 디자인을 개발한 바 있습니다. 

 

 본 설문조사의 목적은 디자인 개발 전후의 유니폼을 비교하여 그 개선효과에 대한 시민 여러분의 의견을 듣고 향후 유니폼 개선에 반영하기 위함입니다. 



 많은 참여를 부탁드립니다.  



 &lt;아래 이미지 설명&gt;



  춘추복(이미지 상)    개선 전(왼쪽)    개선 후(오른쪽)

  하   복(이미지 하)    개선 전(왼쪽)    개선 후(오른쪽)",2,어떤 점이 개선이 되었다고 느끼시나요 ?,2,활동성이 느껴짐,0,2011-09-26 16:37:42.0,종료
401,움직이는 관광안내소 유니폼 개선효과 설문조사," 서울시에서는 명동, 남대문, 북촌, 인사동 등 8곳에서 총72명의「움직이는 관광안내소」를 운영 중입니다.

「움직이는 관광안내소」는 관광객의 주요동선에 배치되어 이동하며 관광안내를 하는 전문 관광통역안내원입니다.

 움직이는 관광안내소」유니폼 디자인의 개선이 필요하다는 그간의 내&#8228;외부의 건의에 따라 2011.2~5월 전문가 자문회의를 거쳐 디자인을 개발한 바 있습니다. 

 

 본 설문조사의 목적은 디자인 개발 전후의 유니폼을 비교하여 그 개선효과에 대한 시민 여러분의 의견을 듣고 향후 유니폼 개선에 반영하기 위함입니다. 



 많은 참여를 부탁드립니다.  



 &lt;아래 이미지 설명&gt;



  춘추복(이미지 상)    개선 전(왼쪽)    개선 후(오른쪽)

  하   복(이미지 하)    개선 전(왼쪽)    개선 후(오른쪽)",2,어떤 점이 개선이 되었다고 느끼시나요 ?,3,깔끔하고 세련되어 보임,0,2011-09-26 16:37:42.0,종료
401,움직이는 관광안내소 유니폼 개선효과 설문조사," 서울시에서는 명동, 남대문, 북촌, 인사동 등 8곳에서 총72명의「움직이는 관광안내소」를 운영 중입니다.

「움직이는 관광안내소」는 관광객의 주요동선에 배치되어 이동하며 관광안내를 하는 전문 관광통역안내원입니다.

 움직이는 관광안내소」유니폼 디자인의 개선이 필요하다는 그간의 내&#8228;외부의 건의에 따라 2011.2~5월 전문가 자문회의를 거쳐 디자인을 개발한 바 있습니다. 

 

 본 설문조사의 목적은 디자인 개발 전후의 유니폼을 비교하여 그 개선효과에 대한 시민 여러분의 의견을 듣고 향후 유니폼 개선에 반영하기 위함입니다. 



 많은 참여를 부탁드립니다.  



 &lt;아래 이미지 설명&gt;



  춘추복(이미지 상)    개선 전(왼쪽)    개선 후(오른쪽)

  하   복(이미지 하)    개선 전(왼쪽)    개선 후(오른쪽)",2,어떤 점이 개선이 되었다고 느끼시나요 ?,4,기타,0,2011-09-26 16:37:42.0,종료
401,움직이는 관광안내소 유니폼 개선효과 설문조사," 서울시에서는 명동, 남대문, 북촌, 인사동 등 8곳에서 총72명의「움직이는 관광안내소」를 운영 중입니다.

「움직이는 관광안내소」는 관광객의 주요동선에 배치되어 이동하며 관광안내를 하는 전문 관광통역안내원입니다.

 움직이는 관광안내소」유니폼 디자인의 개선이 필요하다는 그간의 내&#8228;외부의 건의에 따라 2011.2~5월 전문가 자문회의를 거쳐 디자인을 개발한 바 있습니다. 

 

 본 설문조사의 목적은 디자인 개발 전후의 유니폼을 비교하여 그 개선효과에 대한 시민 여러분의 의견을 듣고 향후 유니폼 개선에 반영하기 위함입니다. 



 많은 참여를 부탁드립니다.  



 &lt;아래 이미지 설명&gt;



  춘추복(이미지 상)    개선 전(왼쪽)    개선 후(오른쪽)

  하   복(이미지 하)    개선 전(왼쪽)    개선 후(오른쪽)",3,앞으로 어떤 점이 더 개선되어야 한다고 생각 하시나요 ?,0,앞으로 어떤 점이 더 개선되어야 한다고 생각 하시나요 ?,,2011-09-26 16:37:42.0,종료
401,움직이는 관광안내소 유니폼 개선효과 설문조사," 서울시에서는 명동, 남대문, 북촌, 인사동 등 8곳에서 총72명의「움직이는 관광안내소」를 운영 중입니다.

「움직이는 관광안내소」는 관광객의 주요동선에 배치되어 이동하며 관광안내를 하는 전문 관광통역안내원입니다.

 움직이는 관광안내소」유니폼 디자인의 개선이 필요하다는 그간의 내&#8228;외부의 건의에 따라 2011.2~5월 전문가 자문회의를 거쳐 디자인을 개발한 바 있습니다. 

 

 본 설문조사의 목적은 디자인 개발 전후의 유니폼을 비교하여 그 개선효과에 대한 시민 여러분의 의견을 듣고 향후 유니폼 개선에 반영하기 위함입니다. 



 많은 참여를 부탁드립니다.  



 &lt;아래 이미지 설명&gt;



  춘추복(이미지 상)    개선 전(왼쪽)    개선 후(오른쪽)

  하   복(이미지 하)    개선 전(왼쪽)    개선 후(오른쪽)",4,귀하의 성별은 ?,1,남,0,2011-09-26 16:37:42.0,종료
401,움직이는 관광안내소 유니폼 개선효과 설문조사," 서울시에서는 명동, 남대문, 북촌, 인사동 등 8곳에서 총72명의「움직이는 관광안내소」를 운영 중입니다.

「움직이는 관광안내소」는 관광객의 주요동선에 배치되어 이동하며 관광안내를 하는 전문 관광통역안내원입니다.

 움직이는 관광안내소」유니폼 디자인의 개선이 필요하다는 그간의 내&#8228;외부의 건의에 따라 2011.2~5월 전문가 자문회의를 거쳐 디자인을 개발한 바 있습니다. 

 

 본 설문조사의 목적은 디자인 개발 전후의 유니폼을 비교하여 그 개선효과에 대한 시민 여러분의 의견을 듣고 향후 유니폼 개선에 반영하기 위함입니다. 



 많은 참여를 부탁드립니다.  



 &lt;아래 이미지 설명&gt;



  춘추복(이미지 상)    개선 전(왼쪽)    개선 후(오른쪽)

  하   복(이미지 하)    개선 전(왼쪽)    개선 후(오른쪽)",4,귀하의 성별은 ?,2,여,0,2011-09-26 16:37:42.0,종료
401,움직이는 관광안내소 유니폼 개선효과 설문조사," 서울시에서는 명동, 남대문, 북촌, 인사동 등 8곳에서 총72명의「움직이는 관광안내소」를 운영 중입니다.

「움직이는 관광안내소」는 관광객의 주요동선에 배치되어 이동하며 관광안내를 하는 전문 관광통역안내원입니다.

 움직이는 관광안내소」유니폼 디자인의 개선이 필요하다는 그간의 내&#8228;외부의 건의에 따라 2011.2~5월 전문가 자문회의를 거쳐 디자인을 개발한 바 있습니다. 

 

 본 설문조사의 목적은 디자인 개발 전후의 유니폼을 비교하여 그 개선효과에 대한 시민 여러분의 의견을 듣고 향후 유니폼 개선에 반영하기 위함입니다. 



 많은 참여를 부탁드립니다.  



 &lt;아래 이미지 설명&gt;



  춘추복(이미지 상)    개선 전(왼쪽)    개선 후(오른쪽)

  하   복(이미지 하)    개선 전(왼쪽)    개선 후(오른쪽)",5,귀하의 연령대는 ?,1,20대 이하,0,2011-09-26 16:37:42.0,종료
401,움직이는 관광안내소 유니폼 개선효과 설문조사," 서울시에서는 명동, 남대문, 북촌, 인사동 등 8곳에서 총72명의「움직이는 관광안내소」를 운영 중입니다.

「움직이는 관광안내소」는 관광객의 주요동선에 배치되어 이동하며 관광안내를 하는 전문 관광통역안내원입니다.

 움직이는 관광안내소」유니폼 디자인의 개선이 필요하다는 그간의 내&#8228;외부의 건의에 따라 2011.2~5월 전문가 자문회의를 거쳐 디자인을 개발한 바 있습니다. 

 

 본 설문조사의 목적은 디자인 개발 전후의 유니폼을 비교하여 그 개선효과에 대한 시민 여러분의 의견을 듣고 향후 유니폼 개선에 반영하기 위함입니다. 



 많은 참여를 부탁드립니다.  



 &lt;아래 이미지 설명&gt;



  춘추복(이미지 상)    개선 전(왼쪽)    개선 후(오른쪽)

  하   복(이미지 하)    개선 전(왼쪽)    개선 후(오른쪽)",5,귀하의 연령대는 ?,2,30대,0,2011-09-26 16:37:42.0,종료
401,움직이는 관광안내소 유니폼 개선효과 설문조사," 서울시에서는 명동, 남대문, 북촌, 인사동 등 8곳에서 총72명의「움직이는 관광안내소」를 운영 중입니다.

「움직이는 관광안내소」는 관광객의 주요동선에 배치되어 이동하며 관광안내를 하는 전문 관광통역안내원입니다.

 움직이는 관광안내소」유니폼 디자인의 개선이 필요하다는 그간의 내&#8228;외부의 건의에 따라 2011.2~5월 전문가 자문회의를 거쳐 디자인을 개발한 바 있습니다. 

 

 본 설문조사의 목적은 디자인 개발 전후의 유니폼을 비교하여 그 개선효과에 대한 시민 여러분의 의견을 듣고 향후 유니폼 개선에 반영하기 위함입니다. 



 많은 참여를 부탁드립니다.  



 &lt;아래 이미지 설명&gt;



  춘추복(이미지 상)    개선 전(왼쪽)    개선 후(오른쪽)

  하   복(이미지 하)    개선 전(왼쪽)    개선 후(오른쪽)",5,귀하의 연령대는 ?,3,40대,0,2011-09-26 16:37:42.0,종료
401,움직이는 관광안내소 유니폼 개선효과 설문조사," 서울시에서는 명동, 남대문, 북촌, 인사동 등 8곳에서 총72명의「움직이는 관광안내소」를 운영 중입니다.

「움직이는 관광안내소」는 관광객의 주요동선에 배치되어 이동하며 관광안내를 하는 전문 관광통역안내원입니다.

 움직이는 관광안내소」유니폼 디자인의 개선이 필요하다는 그간의 내&#8228;외부의 건의에 따라 2011.2~5월 전문가 자문회의를 거쳐 디자인을 개발한 바 있습니다. 

 

 본 설문조사의 목적은 디자인 개발 전후의 유니폼을 비교하여 그 개선효과에 대한 시민 여러분의 의견을 듣고 향후 유니폼 개선에 반영하기 위함입니다. 



 많은 참여를 부탁드립니다.  



 &lt;아래 이미지 설명&gt;



  춘추복(이미지 상)    개선 전(왼쪽)    개선 후(오른쪽)

  하   복(이미지 하)    개선 전(왼쪽)    개선 후(오른쪽)",5,귀하의 연령대는 ?,4,50대,0,2011-09-26 16:37:42.0,종료
401,움직이는 관광안내소 유니폼 개선효과 설문조사," 서울시에서는 명동, 남대문, 북촌, 인사동 등 8곳에서 총72명의「움직이는 관광안내소」를 운영 중입니다.

「움직이는 관광안내소」는 관광객의 주요동선에 배치되어 이동하며 관광안내를 하는 전문 관광통역안내원입니다.

 움직이는 관광안내소」유니폼 디자인의 개선이 필요하다는 그간의 내&#8228;외부의 건의에 따라 2011.2~5월 전문가 자문회의를 거쳐 디자인을 개발한 바 있습니다. 

 

 본 설문조사의 목적은 디자인 개발 전후의 유니폼을 비교하여 그 개선효과에 대한 시민 여러분의 의견을 듣고 향후 유니폼 개선에 반영하기 위함입니다. 



 많은 참여를 부탁드립니다.  



 &lt;아래 이미지 설명&gt;



  춘추복(이미지 상)    개선 전(왼쪽)    개선 후(오른쪽)

  하   복(이미지 하)    개선 전(왼쪽)    개선 후(오른쪽)",5,귀하의 연령대는 ?,5,60대 이상,0,2011-09-26 16:37:42.0,종료
401,움직이는 관광안내소 유니폼 개선효과 설문조사," 서울시에서는 명동, 남대문, 북촌, 인사동 등 8곳에서 총72명의「움직이는 관광안내소」를 운영 중입니다.

「움직이는 관광안내소」는 관광객의 주요동선에 배치되어 이동하며 관광안내를 하는 전문 관광통역안내원입니다.

 움직이는 관광안내소」유니폼 디자인의 개선이 필요하다는 그간의 내&#8228;외부의 건의에 따라 2011.2~5월 전문가 자문회의를 거쳐 디자인을 개발한 바 있습니다. 

 

 본 설문조사의 목적은 디자인 개발 전후의 유니폼을 비교하여 그 개선효과에 대한 시민 여러분의 의견을 듣고 향후 유니폼 개선에 반영하기 위함입니다. 



 많은 참여를 부탁드립니다.  



 &lt;아래 이미지 설명&gt;



  춘추복(이미지 상)    개선 전(왼쪽)    개선 후(오른쪽)

  하   복(이미지 하)    개선 전(왼쪽)    개선 후(오른쪽)",6,위 설문조사는 어떻게 참여하시게 되었나요 ?,1,e-mail,0,2011-09-26 16:37:42.0,종료
401,움직이는 관광안내소 유니폼 개선효과 설문조사," 서울시에서는 명동, 남대문, 북촌, 인사동 등 8곳에서 총72명의「움직이는 관광안내소」를 운영 중입니다.

「움직이는 관광안내소」는 관광객의 주요동선에 배치되어 이동하며 관광안내를 하는 전문 관광통역안내원입니다.

 움직이는 관광안내소」유니폼 디자인의 개선이 필요하다는 그간의 내&#8228;외부의 건의에 따라 2011.2~5월 전문가 자문회의를 거쳐 디자인을 개발한 바 있습니다. 

 

 본 설문조사의 목적은 디자인 개발 전후의 유니폼을 비교하여 그 개선효과에 대한 시민 여러분의 의견을 듣고 향후 유니폼 개선에 반영하기 위함입니다. 



 많은 참여를 부탁드립니다.  



 &lt;아래 이미지 설명&gt;



  춘추복(이미지 상)    개선 전(왼쪽)    개선 후(오른쪽)

  하   복(이미지 하)    개선 전(왼쪽)    개선 후(오른쪽)",6,위 설문조사는 어떻게 참여하시게 되었나요 ?,2,서울시 홈페이지,0,2011-09-26 16:37:42.0,종료
401,움직이는 관광안내소 유니폼 개선효과 설문조사," 서울시에서는 명동, 남대문, 북촌, 인사동 등 8곳에서 총72명의「움직이는 관광안내소」를 운영 중입니다.

「움직이는 관광안내소」는 관광객의 주요동선에 배치되어 이동하며 관광안내를 하는 전문 관광통역안내원입니다.

 움직이는 관광안내소」유니폼 디자인의 개선이 필요하다는 그간의 내&#8228;외부의 건의에 따라 2011.2~5월 전문가 자문회의를 거쳐 디자인을 개발한 바 있습니다. 

 

 본 설문조사의 목적은 디자인 개발 전후의 유니폼을 비교하여 그 개선효과에 대한 시민 여러분의 의견을 듣고 향후 유니폼 개선에 반영하기 위함입니다. 



 많은 참여를 부탁드립니다.  



 &lt;아래 이미지 설명&gt;



  춘추복(이미지 상)    개선 전(왼쪽)    개선 후(오른쪽)

  하   복(이미지 하)    개선 전(왼쪽)    개선 후(오른쪽)",6,위 설문조사는 어떻게 참여하시게 되었나요 ?,3,모바일 서울(m.seoul.go.kr),0,2011-09-26 16:37:42.0,종료
401,움직이는 관광안내소 유니폼 개선효과 설문조사," 서울시에서는 명동, 남대문, 북촌, 인사동 등 8곳에서 총72명의「움직이는 관광안내소」를 운영 중입니다.

「움직이는 관광안내소」는 관광객의 주요동선에 배치되어 이동하며 관광안내를 하는 전문 관광통역안내원입니다.

 움직이는 관광안내소」유니폼 디자인의 개선이 필요하다는 그간의 내&#8228;외부의 건의에 따라 2011.2~5월 전문가 자문회의를 거쳐 디자인을 개발한 바 있습니다. 

 

 본 설문조사의 목적은 디자인 개발 전후의 유니폼을 비교하여 그 개선효과에 대한 시민 여러분의 의견을 듣고 향후 유니폼 개선에 반영하기 위함입니다. 



 많은 참여를 부탁드립니다.  



 &lt;아래 이미지 설명&gt;



  춘추복(이미지 상)    개선 전(왼쪽)    개선 후(오른쪽)

  하   복(이미지 하)    개선 전(왼쪽)    개선 후(오른쪽)",6,위 설문조사는 어떻게 참여하시게 되었나요 ?,4,트위터(useoul),0,2011-09-26 16:37:42.0,종료
401,움직이는 관광안내소 유니폼 개선효과 설문조사," 서울시에서는 명동, 남대문, 북촌, 인사동 등 8곳에서 총72명의「움직이는 관광안내소」를 운영 중입니다.

「움직이는 관광안내소」는 관광객의 주요동선에 배치되어 이동하며 관광안내를 하는 전문 관광통역안내원입니다.

 움직이는 관광안내소」유니폼 디자인의 개선이 필요하다는 그간의 내&#8228;외부의 건의에 따라 2011.2~5월 전문가 자문회의를 거쳐 디자인을 개발한 바 있습니다. 

 

 본 설문조사의 목적은 디자인 개발 전후의 유니폼을 비교하여 그 개선효과에 대한 시민 여러분의 의견을 듣고 향후 유니폼 개선에 반영하기 위함입니다. 



 많은 참여를 부탁드립니다.  



 &lt;아래 이미지 설명&gt;



  춘추복(이미지 상)    개선 전(왼쪽)    개선 후(오른쪽)

  하   복(이미지 하)    개선 전(왼쪽)    개선 후(오른쪽)",6,위 설문조사는 어떻게 참여하시게 되었나요 ?,5,미투데이(useoul),0,2011-09-26 16:37:42.0,종료
401,움직이는 관광안내소 유니폼 개선효과 설문조사," 서울시에서는 명동, 남대문, 북촌, 인사동 등 8곳에서 총72명의「움직이는 관광안내소」를 운영 중입니다.

「움직이는 관광안내소」는 관광객의 주요동선에 배치되어 이동하며 관광안내를 하는 전문 관광통역안내원입니다.

 움직이는 관광안내소」유니폼 디자인의 개선이 필요하다는 그간의 내&#8228;외부의 건의에 따라 2011.2~5월 전문가 자문회의를 거쳐 디자인을 개발한 바 있습니다. 

 

 본 설문조사의 목적은 디자인 개발 전후의 유니폼을 비교하여 그 개선효과에 대한 시민 여러분의 의견을 듣고 향후 유니폼 개선에 반영하기 위함입니다. 



 많은 참여를 부탁드립니다.  



 &lt;아래 이미지 설명&gt;



  춘추복(이미지 상)    개선 전(왼쪽)    개선 후(오른쪽)

  하   복(이미지 하)    개선 전(왼쪽)    개선 후(오른쪽)",6,위 설문조사는 어떻게 참여하시게 되었나요 ?,6,기타,0,2011-09-26 16:37:42.0,종료
